Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
13525,Nonprofit Management,Grant Writing For Beginners & Newbies,83hrs 18min,How To Write A Grant Proposal Step-by-Step 2024 | Things Have Changed!,https://www.youtube.com/watch?v=-V0tYq3nCm8
13526,Nonprofit Management,Grant Writing For Beginners & Newbies,,Best Grant Writing Classes | Grant Central USA,https://www.youtube.com/watch?v=FImDZ1OvUzE
13527,Nonprofit Management,Grant Writing For Beginners & Newbies,,"Grant Writing Workshops, Seminars and Trainings - Grant Central USA 1.888.293.0284",https://www.youtube.com/watch?v=IpSImfPReqA
13528,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing 101: How To Write A Grant In 1/2 The Time & What Goes Inside One! | Grant Central USA,https://www.youtube.com/watch?v=e_divBmX2xQ
13529,Nonprofit Management,Grant Writing For Beginners & Newbies,,Is This A Good Time To Become A Grant Writer? The New Norms Impacting Grant Writing Careers,https://www.youtube.com/watch?v=LwZNlUgy53U
13530,Nonprofit Management,Grant Writing For Beginners & Newbies,,Learn Grant Writing In Just Two Days | Grant Writing Classes at GrantCentralUSA.com,https://www.youtube.com/watch?v=REurpPgj9yM
13531,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing for Beginners: 7 Steps to Writing Your Very First Grant Proposal within 30 Days,https://www.youtube.com/watch?v=kn9wCS8-e4k
13532,Nonprofit Management,Grant Writing For Beginners & Newbies,,How To Write A Grant Proposal For Newbies - Best Practices In Grant Writing & Advice - Rodney Walker,https://www.youtube.com/watch?v=G5UGU9MV7Z0
13533,Nonprofit Management,Grant Writing For Beginners & Newbies,,64th Emmy Awards Interview with Rodney Walker,https://www.youtube.com/watch?v=0CtkOCmLHPo
13534,Nonprofit Management,Grant Writing For Beginners & Newbies,,Let's Win That Grant Money Honey!!,https://www.youtube.com/watch?v=y5x-U1KXhYY
13535,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing Career | How To Become A Grant Writer & Getting A Job in 60 Days! | Grant Central USA,https://www.youtube.com/watch?v=VLp6-j7cjFo
13536,Nonprofit Management,Grant Writing For Beginners & Newbies,,One BIG Grant Writing Mistake I  Made... That Most Grant Writing Beginners Nearly Always Make!,https://www.youtube.com/watch?v=0nhsPn8SQGE
13537,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing: How To Speak The Funder's Love Language 💘 To Cash in Big And 💰Win Grants!,https://www.youtube.com/watch?v=NZ457HgqXsc
13538,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing 3 BIG Blockers 🚨 Preventing You From Getting Funded 🚨 Watch NOW | Grant Central USA,https://www.youtube.com/watch?v=0Zw-H4oOEVY
13539,Nonprofit Management,Grant Writing For Beginners & Newbies,,How To Write A Grant: What Goes Into A Grant Proposal And One Thing You Don't Want To Forget To Add!,https://www.youtube.com/watch?v=FLSPCXb8D58
13540,Nonprofit Management,Grant Writing For Beginners & Newbies,,How To Write Your First Grant Proposal & Overcome A Fear of Getting Started... Grant Writing Newbie!,https://www.youtube.com/watch?v=Mdk-OOtiNio
13541,Nonprofit Management,Grant Writing For Beginners & Newbies,,"🍼Grant Writing For Beginners... Where To Start To Keep From Wasting Time, Money, and  Energy!",https://www.youtube.com/watch?v=YSGV4dDZGtI
13542,Nonprofit Management,Grant Writing For Beginners & Newbies,,You Don't Have To Be A 🧠Genius To Write A Grant... Become A Grant Write With Average Writing Skills,https://www.youtube.com/watch?v=wZ5zbdqGCZg
13543,Nonprofit Management,Grant Writing For Beginners & Newbies,,How To Write Grants! The One BIG Thing Funders Look For In Every Grant Proposal That You Are Missing,https://www.youtube.com/watch?v=OWo1965_9UA
13544,Nonprofit Management,Grant Writing For Beginners & Newbies,,Becoming A Grant Writer Webinar  with Rodney Walker,https://www.youtube.com/watch?v=ZrOv9e-9-Lg
13545,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing For Beginners: Hacks To Writing A Grant Proposal Like A Rock Star | Pt. 1,https://www.youtube.com/watch?v=Bk522o4RxQI
13546,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing For Beginners: Hack of Hacks - 🗣 Speak It and 💃🏼 Dancing! | Hanging with Rodney,https://www.youtube.com/watch?v=8s834ulEkko
13547,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing: 3 Top Ways To Break Into This Industry Without Wasting ⏳ Time | Grant Central USA,https://www.youtube.com/watch?v=W3wyY7-FcG0
13548,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing Friends... GROW These And Watch The Money Come In | Grant Central USA,https://www.youtube.com/watch?v=Jp8c4zpMeUA
13549,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing - The WHY and Why It Is Crucial If You Want To Win Grants! | Grant Central USA,https://www.youtube.com/watch?v=kZJarlH8gq8
13550,Nonprofit Management,Grant Writing For Beginners & Newbies,,Grant Writing Advice For Beginners: Get Started and Learn From Your Mistakes!,https://www.youtube.com/watch?v=kiulVU9t3kY
13551,Nonprofit Management,Grant Writing For Beginners & Newbies,,What Is A Grant & What Is A Grant Proposal? Rodney Walker,https://www.youtube.com/watch?v=60AJESayi04
