Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
13056,Public Administration,Nonprofit Leadership & Management Playlist,18hrs 3min,Must-Have Ingredients for Nonprofit Annual Reports,https://www.youtube.com/watch?v=XXBqKxuTEvw
13057,Public Administration,Nonprofit Leadership & Management Playlist,,Donor Management: The Spreadsheet Trap to Avoid,https://www.youtube.com/watch?v=yVqvPkW82kE
13058,Public Administration,Nonprofit Leadership & Management Playlist,,5 Dark Secrets of Nonprofit Ethics,https://www.youtube.com/watch?v=9WqLB_4EZIU
13059,Public Administration,Nonprofit Leadership & Management Playlist,,Transform Your Nonprofit with a Standout Mission,https://www.youtube.com/watch?v=AFbzOEWkbjA
13060,Public Administration,Nonprofit Leadership & Management Playlist,,How to Develop a Superhero Nonprofit Board - Board Development Guide,https://www.youtube.com/watch?v=qhxUdq04vVA
13061,Public Administration,Nonprofit Leadership & Management Playlist,,3 Secrets Every Nonprofit Owner Needs,https://www.youtube.com/watch?v=yQhRADycDeU
13062,Public Administration,Nonprofit Leadership & Management Playlist,,Nonprofit Leadership Secrets: Mastering Challenges,https://www.youtube.com/watch?v=O3BMaYZv55k
13063,Public Administration,Nonprofit Leadership & Management Playlist,,3 important questions to ask before starting a nonprofit organization,https://www.youtube.com/watch?v=MbWLSVVkl9Q
13064,Public Administration,Nonprofit Leadership & Management Playlist,,The Dark Side of Nonprofit Leadership Exposed,https://www.youtube.com/watch?v=6f6j3FSQV-c
13065,Public Administration,Nonprofit Leadership & Management Playlist,,Our Secrets to Volunteer Engagement Strategies,https://www.youtube.com/watch?v=shy_vn7pu4E
13066,Public Administration,Nonprofit Leadership & Management Playlist,,Nonprofit Cybersecurity: Don’t Let a Data Breach Happen,https://www.youtube.com/watch?v=6TQ1UkWeqMQ
