Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
7952,Entrepreneurship,Business Strategy A-Z Course | MeanThat,1hrs 18min,1.0 Introduction to Module 1: Organisational Environment,https://www.youtube.com/watch?v=bLvNaSTcX9o,Module 1: Introduction & Business Strategy,1
7953,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.1 Introduction to Business Strategy,https://www.youtube.com/watch?v=M55GDp8n6_g,Module 1: Introduction & Business Strategy,1
7954,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.2 Macro Environment of Organisation (PESTEL framework),https://www.youtube.com/watch?v=QgQYXi-g4R4,Module 1: External Environment Analysis,1
7955,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.3 Industry of Organization (Porter Five Forces Framework),https://www.youtube.com/watch?v=pA7DFdwk3bs,Module 1: External Environment Analysis,1
7956,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.4 Porter´s Five Forces Continued,https://www.youtube.com/watch?v=oRGqw5ydlkE,Module 1: External Environment Analysis,1
7957,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.5 Industry Life Cycle,https://www.youtube.com/watch?v=IXZ0xkqwX0g,Module 1: External Environment Analysis,1
7958,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,1.6 Blue Ocean Thinking (Competitor Analysis),https://www.youtube.com/watch?v=LXxi8DxpCmI,Module 1: External Environment Analysis,1
7959,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,2.0 Introduction to Module 2: Strategic Capabilities,https://www.youtube.com/watch?v=d-9eM14iS5U,Module 2: Strategic Capabilities,2
7960,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,2.1 Strategic Capabilities of Organisations,https://www.youtube.com/watch?v=cHmIQqVyHaM,Module 2: Strategic Capabilities,2
7961,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,2.2 VRIN Model For Assessing Organisations Capabilities,https://www.youtube.com/watch?v=VFVGa-v4HjU,Module 2: Strategic Capabilities,2
7962,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,2.3 Organisation´s Value Chain and Value Network,https://www.youtube.com/watch?v=FqzbOvfKAoo,Module 2: Strategic Capabilities,2
7963,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,2.4 SWOT Analysis,https://www.youtube.com/watch?v=b8PZL-d0oF0,Module 3: Business Strategies - Introduction & Generic Strategies,3
7964,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.0 Introduction to Section 3: Business Strategies,https://www.youtube.com/watch?v=jdhjOfJUqIg,Module 3: Business Strategies - Introduction & Generic Strategies,3
7965,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.1 Generic Competitive Strategies,https://www.youtube.com/watch?v=GwNDdC-n0cc,Module 3: Business Strategies - Competitive Strategies,3
7966,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.2 Cost-leadership Strategy,https://www.youtube.com/watch?v=dBnZEUpFciQ,Module 3: Business Strategies - Competitive Strategies,3
7967,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.3 Differentiation Strategy,https://www.youtube.com/watch?v=I97XsAcNuQ0,Module 3: Business Strategies - Competitive Strategies,3
7968,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.4 Focus Strategy,https://www.youtube.com/watch?v=ucTjBvBHQ_s,Module 3: Business Strategies - Competitive Strategies,3
7969,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.5 The Strategy Clock,https://www.youtube.com/watch?v=D-mqpz3U-2U,Module 3: Business Strategies - Interactive Strategies,3
7970,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.6 Interactive Competitive Strategies,https://www.youtube.com/watch?v=HLzZSfuO5y4,Module 3: Business Strategies - Interactive Strategies,3
7971,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,3.7 Game Theory for Business Strategy,https://www.youtube.com/watch?v=4-9lNz5ObeU,Module 4: Corporate Level Strategy,4
7972,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,4.0 Introduction Module 4: Corporate Level Strategy,https://www.youtube.com/watch?v=5UkjDMURYlI,Module 4: Corporate Level Strategy,4
7973,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,4.1 Strategy Directions,https://www.youtube.com/watch?v=zLcSdZs2TeA,Module 4: Corporate Level Strategy,4
7974,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,4.2 Diversification Drivers and Effectiveness,https://www.youtube.com/watch?v=YFJZayR5Mt8,Module 4: Corporate Level Strategy,4
7975,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,4.3 Vertical Integration,https://www.youtube.com/watch?v=EvcildVcJv8,Module 5: Innovation,5
7976,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,4.4 Portfolio Matrices,https://www.youtube.com/watch?v=6ocpnmOYeeE,Module 5: Innovation,5
7977,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,5.0 Introduction to Module 5: Innovation,https://www.youtube.com/watch?v=Aun79rL9xEY,Module 5: Innovation,5
7978,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,5.1 Innovation Dilemmas,https://www.youtube.com/watch?v=vfnW420Pc0I,Module 5: Innovation,5
7979,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,5.2 Innovation Diffusion,https://www.youtube.com/watch?v=X1JSwajAGOw,Module 5: Innovation,5
7980,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,5.3 Innovators and Followers,https://www.youtube.com/watch?v=y5i1pJKJL7Q,Module 5: Innovation,5
